@RELATION data

@ATTRIBUTE alexa_has_adult_content {0,1}
@ATTRIBUTE alexa_lang {0,1,2,3,4,5}
@ATTRIBUTE alexa_links_in {0,1,2,3,4,5,6}
@ATTRIBUTE alexa_load_time {0,1,2,3,4,5}
@ATTRIBUTE alexa_rank {0,1,2,3,4,5,6,7}
@ATTRIBUTE alexa_rank_dk {0,1,2,3,4,5}
@ATTRIBUTE cms {0,1,2,3,4,5,6,7,8,9,10,11}
@ATTRIBUTE external_links_count {0,1,2,3}
@ATTRIBUTE facebook_share {0,1}
@ATTRIBUTE has_analytics {0,1}
@ATTRIBUTE has_content_business {0,1}
@ATTRIBUTE has_content_film {0,1}
@ATTRIBUTE has_content_food {0,1}
@ATTRIBUTE has_content_games {0,1}
@ATTRIBUTE has_content_health {0,1}
@ATTRIBUTE has_content_music {0,1}
@ATTRIBUTE has_content_news {0,1}
@ATTRIBUTE has_content_shop {0,1}
@ATTRIBUTE has_content_sport {0,1}
@ATTRIBUTE has_content_technology {0,1}
@ATTRIBUTE has_content_transport {0,1}
@ATTRIBUTE has_content_xxx {0,1}
@ATTRIBUTE has_description {0,1}
@ATTRIBUTE has_js_angular {0,1}
@ATTRIBUTE has_js_backbone {0,1}
@ATTRIBUTE has_js_dojo {0,1}
@ATTRIBUTE has_js_ember {0,1}
@ATTRIBUTE has_js_handlebars {0,1}
@ATTRIBUTE has_js_jquery {0,1}
@ATTRIBUTE has_js_knockout {0,1}
@ATTRIBUTE has_js_modernizr {0,1}
@ATTRIBUTE has_js_mootools {0,1}
@ATTRIBUTE has_js_prototype {0,1}
@ATTRIBUTE has_js_underscore {0,1}
@ATTRIBUTE has_keywords {0,1}
@ATTRIBUTE html5 {0,1}
@ATTRIBUTE html5_tags {0,1,2,3}
@ATTRIBUTE img_count {0,1,2,3,4}
@ATTRIBUTE internal_links_count {0,1,2,3}
@ATTRIBUTE page_rank {0,1,2,3,4,5,6,7,8,9,10}
@ATTRIBUTE server {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22}
@ATTRIBUTE title_tag {0,1}
@ATTRIBUTE twitter_share {0,1}
@ATTRIBUTE url string
@ATTRIBUTE xhtml {0,1}

@DATA
0,?,6,1,7,4,11,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,1,0,http://www.socialdemokraterne.dk,0
0,0,6,1,7,4,11,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,3,1,0,http://www.volkswagendanmark.dk,1
0,0,5,2,7,3,11,3,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,6,1,1,0,http://www.naturstyrelsen.dk,0
0,?,6,3,7,4,7,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,http://www.goldenplanet.dk,0
0,?,5,5,7,4,11,3,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,6,1,1,0,http://www.dgi.dk,0
0,0,6,?,7,?,6,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,5,3,1,1,http://www.tedxcopenhagen.dk,0
0,0,6,3,7,?,6,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,3,1,0,http://www.blucher-media.dk,0
0,?,6,1,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,http://www.diba.dk,0
0,?,6,?,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,http://www.danguitar.dk,0
0,0,6,?,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,http://www.strikkekunsten.dk,0
0,0,6,2,6,3,11,3,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,1,0,http://www.just-half-price.dk,0
0,?,6,3,7,4,11,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,4,3,1,0,http://www.dancenter.dk,0
0,?,6,2,7,4,11,2,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,1,1,0,http://www.billigsport24.dk,0
0,0,6,2,4,3,11,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,1,1,0,http://www.moviestarplanet.dk,0
0,?,6,?,7,4,11,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,1,0,http://www.bolignet.dk,0
0,0,6,?,7,4,6,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,2,6,1,0,http://www.babyalarm-test.dk,0
0,0,6,0,5,2,11,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,http://www.travian.dk,0
0,?,6,2,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,0,http://www.rhs.dk,0
0,0,6,1,7,?,6,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,3,3,1,0,http://www.podspeakers.dk,0
0,?,6,5,7,5,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,1,0,http://www.hjv.dk,0
0,?,6,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,http://www.danlon.dk,0
0,0,6,?,7,4,7,3,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,0,http://www.dentalklinikken.dk,0
0,0,6,5,5,3,11,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,4,1,1,0,http://www.miinto.dk,0
0,?,6,1,7,5,11,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,1,1,0,http://www.nemkonto.dk,0
0,0,6,?,7,?,11,3,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,0,5,3,1,0,http://www.energy-supply.dk,0
0,?,6,3,6,4,11,3,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,1,1,0,http://www.gyldendal.dk,0
0,?,6,5,6,3,9,3,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,5,3,1,0,http://www.folketidende.dk,0
0,?,5,1,5,3,11,3,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,5,8,1,0,http://www.comon.dk,0
0,1,6,2,7,4,6,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,3,1,0,http://www.go-fishing.dk,0
0,1,5,3,7,?,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,3,1,0,http://www.padowan.dk,0
0,?,6,3,5,3,11,2,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,6,3,1,0,http://www.stepstone.dk,0
0,?,6,1,7,5,11,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,5,1,1,0,http://www.pfa.dk,0
0,?,6,3,7,4,11,2,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,5,22,1,0,http://www.rd.dk,0
0,?,6,1,7,4,11,3,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,1,1,0,http://www.internetstart.dk,0
0,0,6,3,6,3,6,2,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,3,3,3,1,0,http://www.techmind.dk,0
0,0,6,?,7,4,11,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,1,1,0,http://www.cmore.dk,0
0,?,6,3,7,4,11,3,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,5,1,1,0,http://www.husvild.dk,0
0,0,6,?,7,5,6,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,1,0,http://www.iprospect.dk,0
0,1,6,2,5,3,11,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,6,1,1,0,http://www.sas.dk,0
